"Full Name of the Session Holder of the Session","Day of Week","Session's Session Start","Session's Session End","Appointment Date","Appointment Time","Slot Type","Slot Duration","Availability","DNA","Booked Time to Slot Time","Arrive Time to Send In Time","Slot Time to Send In Time","Slot Time to Arrive Time","Consultation Time","",
"","","","","","08:30","Blood Clinic","10","Booked","Did Not Attend","9886","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:40","Blood Clinic","10","Booked","Attended","5735","17","-8","-26","5","1",
"","","","","","08:50","Blood Clinic","10","Booked","Did Not Attend","6702","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","Blood Clinic","10","Booked","Attended","8216","5","0","-6","7","1",
"","","","","","09:10","Blood Clinic","10","Booked","Attended","5749","8","-2","-10","9","1",
"","","","","","09:20","Blood Clinic","10","Booked","Attended","7203","7","-2","-10","2","1",
"","","","","","","Comment","10","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Blood Clinic","10","Booked","Attended","11133","7","-9","-16","8","1",
"","","","","","09:40","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:55","B12","15","Booked","Attended","21","0","-21","-21","0","1",
"","","","","","10:10","ECG","15","Booked","Attended","26","0","-23","-24","12","1",
"","","","","","10:25","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","F2F  Double appt","15","Booked","Attended","40","0","-38","-39","12","1",
"","","","","","10:40","Coffee Break","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:55","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:10","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:25","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Baby Imms","20","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Comment","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Meeting","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Baby Imms","30","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Baby Imms","30","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","catch up time","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","30-Sep-2025","30-Sep-2025","30-Sep-2025","08:00","Blood Clinic","10","Booked","Did Not Attend","28543","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:10","Blood Clinic","10","Booked","Attended","11056","0","-4","-5","4","1",
"","","","","","08:20","Blood Clinic","10","Booked","Attended","8614","8","-7","-15","6","1",
"","","","","","08:30","Prebookable","30","Booked","Did Not Attend","7143","Unknown","Unknown","17","Unknown","1",
"","","","","","09:00","Blood Clinic","10","Booked","Attended","40310","12","2","-10","12","1",
"","","","","","09:10","Blood Clinic","10","Booked","Attended","8139","1","-20","-22","12","1",
"","","","","","09:20","Blood Clinic","10","Booked","Attended","11397","0","7","-2","4","1",
"","","","","","","","","","","","","","7","4","1",
"","","","","","09:30","Blood Clinic","10","Booked","Attended","25474","20","-9","-29","4","1",
"","","","","","09:40","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:55","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:25","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:40","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:55","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:10","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:25","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Baby Imms","20","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Baby Imms","30","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Baby Imms","30","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","catch up time","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","07-Oct-2025","07-Oct-2025","07-Oct-2025","08:00","Blood Clinic","10","Booked","Attended","9860","21","24","2","3","1",
"","","","","","","Comment","10","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:10","F2F  Double appt","10","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:20","Blood Clinic","20","Booked","Attended","8319","18","8","-9","6","1",
"","","","","","08:40","Blood Clinic","10","Booked","Attended","7924","3","-3","-6","6","1",
"","","","","","08:50","Blood Clinic","10","Booked","Attended","8453","3","-5","-8","9","1",
"","","","","","09:00","Blood Clinic","10","Booked","Did Not Attend","1418","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:10","Blood Clinic","10","Booked","Attended","9855","8","13","4","5","1",
"","","","","","09:20","Blood Clinic","10","Booked","Attended","15307","3","-23","-26","9","1",
"","","","","","09:30","Blood Clinic","10","Booked","Attended","10011","21","8","-13","4","1",
"","","","","","09:40","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:55","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:25","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:40","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:55","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:10","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:25","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Baby Imms","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Meeting","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","DO NOT BOOK","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Baby Imms","30","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Baby Imms","30","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","catch up time","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","14-Oct-2025","14-Oct-2025","14-Oct-2025","08:00","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:10","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:20","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:40","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","Blood Clinic","10","Booked","2","11368","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:10","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:20","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:40","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:55","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:25","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:40","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:55","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:10","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:25","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Baby Imms","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","DO NOT BOOK","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","DO NOT BOOK","15","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","DO NOT BOOK","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","DO NOT BOOK","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","DO NOT BOOK","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","DO NOT BOOK","15","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","21-Oct-2025","21-Oct-2025","21-Oct-2025","08:00","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:10","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:20","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:40","Blood Clinic","10","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","Prebookable","40","Booked","2","35815","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Blood Clinic","10","Booked","2","20026","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:40","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:55","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:25","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:40","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:55","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:10","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:25","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Baby Imms","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Baby Imms","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Baby Imms","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","catch up time","15","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","Wed","10-Sep-2025","10-Sep-2025","10-Sep-2025","08:00","Blood Clinic","10","Booked","Attended","12659","0","-2","-2","8","1",
"","","","","","08:10","Blood Clinic","10","Booked","Attended","12592","3","-2","-6","7","1",
"","","","","","08:20","Blood Clinic","10","Booked","Attended","1292","6","-4","-10","5","1",
